@relation unknow
@attribute Age real [17.0, 90.0]
@attribute Workclass {Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked}
@attribute Fnlwgt real [13492.0, 1490400.0]
@attribute Education {Bachelors, Some-college, 11th, HS-grad, Prof-school, Assoc-acdm, Assoc-voc, 9th, 7th-8th, 12th, Masters, 1st-4th, 10th, Doctorate, 5th-6th, Preschool}
@attribute Education-num real [1.0, 16.0]
@attribute Marital-status {Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse}
@attribute Occupation {Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces}
@attribute Relationship {Wife, Own-child, Husband, Not-in-family, Other-relative, Unmarried}
@attribute Race {White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black}
@attribute Sex {Female, Male}
@attribute Capital-gain real [0.0, 99999.0]
@attribute Capital-loss real [0.0, 4356.0]
@attribute Hours-per-week real [1.0, 99.0]
@attribute Native-country {United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands}
@attribute Class {>50K, <=50K}
@inputs Age, Workclass, Fnlwgt, Education, Education-num, Marital-status, Occupation, Relationship, Race, Sex, Capital-gain, Capital-loss, Hours-per-week, Native-country
@outputs Class
@data
26.0, Private, 82091.0, HS-grad, 9.0, Never-married, Adm-clerical, Not-in-family, White, Female, 0.0, 0.0, 39.0, United-States, <=50K
22.0, Private, 236427.0, HS-grad, 9.0, Never-married, Adm-clerical, Own-child, White, Male, 0.0, 0.0, 20.0, United-States, <=50K
36.0, Private, 465326.0, HS-grad, 9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
47.0, Local-gov, 171807.0, HS-grad, 9.0, Divorced, Adm-clerical, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
43.0, Private, 102606.0, HS-grad, 9.0, Married-civ-spouse, Sales, Husband, White, Male, 0.0, 0.0, 48.0, United-States, <=50K
43.0, Private, 170482.0, HS-grad, 9.0, Separated, Machine-op-inspct, Not-in-family, White, Female, 0.0, 0.0, 44.0, United-States, <=50K
20.0, Private, 479296.0, HS-grad, 9.0, Never-married, Handlers-cleaners, Own-child, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
18.0, Private, 179020.0, HS-grad, 9.0, Never-married, Machine-op-inspct, Own-child, White, Female, 0.0, 0.0, 48.0, United-States, <=50K
43.0, Private, 179866.0, Bachelors, 13.0, Divorced, Sales, Unmarried, White, Female, 0.0, 0.0, 40.0, United-States, >50K
41.0, Private, 110732.0, Some-college, 10.0, Divorced, Tech-support, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
33.0, Private, 145402.0, HS-grad, 9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0.0, 0.0, 35.0, United-States, <=50K
28.0, Private, 216604.0, Some-college, 10.0, Never-married, Other-service, Not-in-family, Black, Male, 0.0, 0.0, 14.0, United-States, <=50K
44.0, Private, 284652.0, HS-grad, 9.0, Divorced, Sales, Unmarried, Black, Female, 0.0, 0.0, 40.0, United-States, <=50K
54.0, Private, 59840.0, HS-grad, 9.0, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0.0, 0.0, 45.0, United-States, <=50K
19.0, Private, 355313.0, HS-grad, 9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
25.0, Private, 29106.0, Some-college, 10.0, Never-married, Other-service, Own-child, White, Female, 0.0, 0.0, 50.0, United-States, <=50K
38.0, Federal-gov, 213274.0, Assoc-voc, 11.0, Divorced, Craft-repair, Unmarried, White, Female, 6497.0, 0.0, 40.0, United-States, <=50K
39.0, Private, 22463.0, Bachelors, 13.0, Married-civ-spouse, Transport-moving, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
52.0, Self-emp-inc, 311259.0, HS-grad, 9.0, Married-civ-spouse, Sales, Husband, White, Male, 0.0, 0.0, 40.0, United-States, >50K
63.0, Local-gov, 65479.0, 9th, 5.0, Married-civ-spouse, Transport-moving, Husband, White, Male, 7688.0, 0.0, 40.0, United-States, >50K
18.0, Private, 96869.0, 12th, 8.0, Never-married, Priv-house-serv, Own-child, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
26.0, Private, 362617.0, Some-college, 10.0, Never-married, Sales, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
31.0, Private, 103435.0, HS-grad, 9.0, Married-civ-spouse, Transport-moving, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
26.0, Private, 132179.0, Bachelors, 13.0, Never-married, Adm-clerical, Own-child, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
63.0, Private, 214071.0, 10th, 6.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
52.0, Self-emp-not-inc, 182796.0, Some-college, 10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0.0, 0.0, 60.0, United-States, <=50K
52.0, Private, 55608.0, 1st-4th, 2.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0.0, 0.0, 40.0, Mexico, <=50K
45.0, Local-gov, 54038.0, Masters, 14.0, Divorced, Prof-specialty, Unmarried, White, Female, 0.0, 0.0, 42.0, United-States, <=50K
31.0, Private, 106014.0, Assoc-voc, 11.0, Divorced, Craft-repair, Unmarried, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
36.0, Local-gov, 173542.0, HS-grad, 9.0, Divorced, Adm-clerical, Unmarried, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
34.0, Self-emp-not-inc, 198813.0, HS-grad, 9.0, Never-married, Craft-repair, Own-child, White, Male, 0.0, 0.0, 45.0, United-States, <=50K
26.0, Private, 142226.0, Bachelors, 13.0, Divorced, Tech-support, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
40.0, Private, 210493.0, 11th, 7.0, Widowed, Adm-clerical, Unmarried, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
62.0, Self-emp-not-inc, 369734.0, HS-grad, 9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
41.0, Private, 138868.0, Bachelors, 13.0, Never-married, Sales, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
17.0, Private, 40299.0, 11th, 7.0, Never-married, Sales, Own-child, White, Female, 0.0, 0.0, 25.0, United-States, <=50K
43.0, Private, 51494.0, HS-grad, 9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0.0, 0.0, 65.0, United-States, <=50K
