@relation unknow
@attribute Age real [17.0, 90.0]
@attribute Workclass {Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked}
@attribute Fnlwgt real [13492.0, 1490400.0]
@attribute Education {Bachelors, Some-college, 11th, HS-grad, Prof-school, Assoc-acdm, Assoc-voc, 9th, 7th-8th, 12th, Masters, 1st-4th, 10th, Doctorate, 5th-6th, Preschool}
@attribute Education-num real [1.0, 16.0]
@attribute Marital-status {Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse}
@attribute Occupation {Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces}
@attribute Relationship {Wife, Own-child, Husband, Not-in-family, Other-relative, Unmarried}
@attribute Race {White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black}
@attribute Sex {Female, Male}
@attribute Capital-gain real [0.0, 99999.0]
@attribute Capital-loss real [0.0, 4356.0]
@attribute Hours-per-week real [1.0, 99.0]
@attribute Native-country {United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands}
@attribute Class {>50K, <=50K}
@inputs Age, Workclass, Fnlwgt, Education, Education-num, Marital-status, Occupation, Relationship, Race, Sex, Capital-gain, Capital-loss, Hours-per-week, Native-country
@outputs Class
@data
43.0, Private, 128354.0, HS-grad, 9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0.0, 0.0, 30.0, United-States, <=50K
37.0, Private, 60548.0, HS-grad, 9.0, Widowed, Machine-op-inspct, Unmarried, White, Female, 0.0, 0.0, 20.0, United-States, <=50K
56.0, Self-emp-not-inc, 186651.0, 11th, 7.0, Widowed, Other-service, Unmarried, White, Female, 0.0, 0.0, 50.0, United-States, <=50K
26.0, Private, 43311.0, HS-grad, 9.0, Divorced, Exec-managerial, Unmarried, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
21.0, Private, 110677.0, Some-college, 10.0, Never-married, Adm-clerical, Own-child, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
26.0, Private, 31208.0, Masters, 14.0, Never-married, Exec-managerial, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
23.0, Private, 213734.0, Bachelors, 13.0, Never-married, Exec-managerial, Not-in-family, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
59.0, Private, 292946.0, Bachelors, 13.0, Never-married, Exec-managerial, Not-in-family, White, Female, 0.0, 0.0, 25.0, United-States, <=50K
49.0, Federal-gov, 77443.0, 7th-8th, 4.0, Never-married, Other-service, Not-in-family, Black, Male, 0.0, 0.0, 20.0, United-States, <=50K
33.0, Private, 176410.0, Masters, 14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female, 5178.0, 0.0, 10.0, United-States, >50K
36.0, Private, 75826.0, 10th, 6.0, Separated, Machine-op-inspct, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
18.0, Private, 217439.0, HS-grad, 9.0, Never-married, Other-service, Not-in-family, White, Female, 0.0, 0.0, 28.0, United-States, <=50K
28.0, Private, 149624.0, Some-college, 10.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
40.0, Private, 103541.0, Some-college, 10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
18.0, Private, 219256.0, Some-college, 10.0, Never-married, Sales, Own-child, White, Female, 0.0, 0.0, 25.0, United-States, <=50K
69.0, Private, 183791.0, HS-grad, 9.0, Divorced, Adm-clerical, Not-in-family, White, Female, 0.0, 0.0, 25.0, United-States, <=50K
46.0, Private, 83822.0, Masters, 14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
43.0, Self-emp-inc, 214503.0, HS-grad, 9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0.0, 1887.0, 45.0, United-States, >50K
26.0, Local-gov, 102264.0, HS-grad, 9.0, Never-married, Craft-repair, Not-in-family, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
22.0, Private, 537222.0, Bachelors, 13.0, Never-married, Sales, Not-in-family, White, Male, 0.0, 0.0, 25.0, United-States, <=50K
46.0, State-gov, 56841.0, Masters, 14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0.0, 0.0, 45.0, United-States, >50K
73.0, Local-gov, 143437.0, HS-grad, 9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0.0, 0.0, 20.0, United-States, <=50K
19.0, Private, 53355.0, 11th, 7.0, Never-married, Sales, Not-in-family, White, Male, 0.0, 0.0, 12.0, United-States, <=50K
33.0, Federal-gov, 137814.0, HS-grad, 9.0, Never-married, Other-service, Not-in-family, White, Male, 0.0, 0.0, 32.0, United-States, <=50K
55.0, Self-emp-not-inc, 105239.0, HS-grad, 9.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 0.0, 2057.0, 60.0, United-States, <=50K
27.0, Private, 116372.0, Masters, 14.0, Never-married, Exec-managerial, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
19.0, Private, 106183.0, HS-grad, 9.0, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female, 0.0, 0.0, 35.0, United-States, <=50K
42.0, Private, 195488.0, 10th, 6.0, Divorced, Adm-clerical, Unmarried, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
20.0, Private, 109667.0, Some-college, 10.0, Never-married, Handlers-cleaners, Own-child, White, Male, 0.0, 0.0, 16.0, United-States, <=50K
51.0, Self-emp-not-inc, 136708.0, HS-grad, 9.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 3103.0, 0.0, 84.0, Vietnam, <=50K
37.0, Private, 243409.0, HS-grad, 9.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
59.0, Private, 107318.0, 7th-8th, 4.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178.0, 0.0, 50.0, United-States, >50K
26.0, Private, 181896.0, HS-grad, 9.0, Never-married, Other-service, Own-child, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
57.0, Private, 50223.0, Some-college, 10.0, Divorced, Handlers-cleaners, Other-relative, White, Male, 0.0, 0.0, 25.0, United-States, <=50K
33.0, Self-emp-not-inc, 48214.0, Masters, 14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0.0, 0.0, 8.0, United-States, <=50K
47.0, Self-emp-not-inc, 194590.0, Bachelors, 13.0, Married-civ-spouse, Sales, Husband, White, Male, 0.0, 0.0, 44.0, United-States, <=50K
26.0, Private, 185885.0, Assoc-acdm, 12.0, Never-married, Tech-support, Other-relative, White, Female, 0.0, 0.0, 20.0, United-States, <=50K
