@relation unknow
@attribute Age real [17.0, 90.0]
@attribute Workclass {Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked}
@attribute Fnlwgt real [13492.0, 1490400.0]
@attribute Education {Bachelors, Some-college, 11th, HS-grad, Prof-school, Assoc-acdm, Assoc-voc, 9th, 7th-8th, 12th, Masters, 1st-4th, 10th, Doctorate, 5th-6th, Preschool}
@attribute Education-num real [1.0, 16.0]
@attribute Marital-status {Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse}
@attribute Occupation {Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces}
@attribute Relationship {Wife, Own-child, Husband, Not-in-family, Other-relative, Unmarried}
@attribute Race {White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black}
@attribute Sex {Female, Male}
@attribute Capital-gain real [0.0, 99999.0]
@attribute Capital-loss real [0.0, 4356.0]
@attribute Hours-per-week real [1.0, 99.0]
@attribute Native-country {United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands}
@attribute Class {>50K, <=50K}
@inputs Age, Workclass, Fnlwgt, Education, Education-num, Marital-status, Occupation, Relationship, Race, Sex, Capital-gain, Capital-loss, Hours-per-week, Native-country
@outputs Class
@data
55.0, Private, 104996.0, 7th-8th, 4.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 0.0, 0.0, 10.0, United-States, <=50K
29.0, Private, 103634.0, 11th, 7.0, Married-civ-spouse, Other-service, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
39.0, Private, 290208.0, 7th-8th, 4.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 0.0, 0.0, 40.0, Mexico, <=50K
30.0, Private, 101135.0, Bachelors, 13.0, Never-married, Exec-managerial, Not-in-family, White, Female, 0.0, 0.0, 50.0, United-States, <=50K
28.0, Private, 154236.0, HS-grad, 9.0, Never-married, Transport-moving, Own-child, White, Male, 2597.0, 0.0, 40.0, United-States, <=50K
49.0, Private, 171128.0, 7th-8th, 4.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0.0, 0.0, 40.0, United-States, <=50K
22.0, Private, 315476.0, 11th, 7.0, Never-married, Craft-repair, Unmarried, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
54.0, Private, 236157.0, HS-grad, 9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0.0, 1887.0, 40.0, United-States, >50K
23.0, Private, 52753.0, HS-grad, 9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0.0, 0.0, 50.0, United-States, <=50K
44.0, Private, 299197.0, Some-college, 10.0, Never-married, Transport-moving, Not-in-family, White, Male, 0.0, 0.0, 45.0, United-States, <=50K
39.0, Private, 282951.0, HS-grad, 9.0, Never-married, Craft-repair, Unmarried, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
52.0, Private, 152373.0, Some-college, 10.0, Married-civ-spouse, Tech-support, Husband, White, Male, 5013.0, 0.0, 40.0, United-States, <=50K
28.0, Private, 107189.0, HS-grad, 9.0, Married-civ-spouse, Sales, Own-child, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
21.0, Private, 99970.0, Some-college, 10.0, Never-married, Sales, Own-child, White, Male, 0.0, 0.0, 15.0, United-States, <=50K
24.0, Private, 313956.0, Bachelors, 13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0.0, 0.0, 40.0, United-States, >50K
18.0, Private, 220754.0, 11th, 7.0, Never-married, Handlers-cleaners, Own-child, White, Male, 0.0, 0.0, 24.0, United-States, <=50K
35.0, Federal-gov, 413930.0, HS-grad, 9.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 0.0, 0.0, 40.0, United-States, >50K
33.0, Private, 265168.0, Bachelors, 13.0, Married-civ-spouse, Sales, Husband, Black, Male, 0.0, 0.0, 55.0, United-States, <=50K
56.0, Local-gov, 38573.0, Assoc-acdm, 12.0, Married-civ-spouse, Tech-support, Husband, White, Male, 0.0, 0.0, 45.0, United-States, >50K
34.0, Private, 145231.0, HS-grad, 9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female, 4064.0, 0.0, 35.0, United-States, <=50K
19.0, Private, 355712.0, Some-college, 10.0, Never-married, Sales, Not-in-family, White, Female, 0.0, 0.0, 25.0, United-States, <=50K
26.0, Private, 248057.0, HS-grad, 9.0, Separated, Handlers-cleaners, Own-child, White, Male, 0.0, 0.0, 40.0, Puerto-Rico, <=50K
44.0, Private, 196234.0, 9th, 5.0, Divorced, Other-service, Unmarried, White, Female, 0.0, 0.0, 55.0, Dominican-Republic, <=50K
33.0, Private, 56150.0, Bachelors, 13.0, Never-married, Craft-repair, Not-in-family, White, Male, 2174.0, 0.0, 40.0, United-States, <=50K
32.0, Federal-gov, 149573.0, Assoc-acdm, 12.0, Never-married, Protective-serv, Not-in-family, Black, Male, 0.0, 0.0, 40.0, United-States, <=50K
43.0, Self-emp-not-inc, 126320.0, HS-grad, 9.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0.0, 0.0, 40.0, United-States, >50K
26.0, Private, 284343.0, HS-grad, 9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
33.0, Private, 118941.0, HS-grad, 9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0.0, 0.0, 40.0, United-States, >50K
30.0, Private, 446894.0, HS-grad, 9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0.0, 0.0, 30.0, United-States, <=50K
29.0, Private, 97165.0, Some-college, 10.0, Never-married, Adm-clerical, Unmarried, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
27.0, Private, 95108.0, Bachelors, 13.0, Never-married, Prof-specialty, Not-in-family, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
24.0, State-gov, 322658.0, Bachelors, 13.0, Never-married, Exec-managerial, Not-in-family, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
24.0, Private, 208503.0, Some-college, 10.0, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0.0, 0.0, 42.0, United-States, <=50K
19.0, Private, 264876.0, HS-grad, 9.0, Never-married, Handlers-cleaners, Own-child, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
46.0, Private, 176026.0, Bachelors, 13.0, Divorced, Exec-managerial, Not-in-family, White, Male, 27828.0, 0.0, 50.0, United-States, >50K
35.0, Private, 98776.0, HS-grad, 9.0, Never-married, Exec-managerial, Not-in-family, White, Male, 0.0, 0.0, 60.0, United-States, <=50K
39.0, Self-emp-not-inc, 37019.0, HS-grad, 9.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 0.0, 0.0, 60.0, United-States, <=50K
22.0, Private, 143062.0, Some-college, 10.0, Never-married, Farming-fishing, Own-child, White, Male, 0.0, 0.0, 12.0, United-States, <=50K
53.0, Local-gov, 139671.0, Some-college, 10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0.0, 0.0, 50.0, United-States, <=50K
36.0, Private, 37778.0, Bachelors, 13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
48.0, Private, 107231.0, Bachelors, 13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
51.0, Private, 217480.0, Some-college, 10.0, Separated, Adm-clerical, Not-in-family, Black, Male, 8614.0, 0.0, 40.0, United-States, >50K
32.0, State-gov, 33945.0, Bachelors, 13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0.0, 0.0, 40.0, United-States, >50K
32.0, Private, 242323.0, Some-college, 10.0, Never-married, Adm-clerical, Own-child, White, Female, 0.0, 0.0, 40.0, United-States, <=50K
41.0, Self-emp-not-inc, 38434.0, Masters, 14.0, Never-married, Sales, Not-in-family, White, Female, 0.0, 0.0, 30.0, United-States, <=50K
37.0, Self-emp-not-inc, 143774.0, Bachelors, 13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0.0, 0.0, 40.0, Germany, >50K
26.0, Private, 29515.0, HS-grad, 9.0, Divorced, Exec-managerial, Own-child, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
31.0, Private, 188246.0, Some-college, 10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0.0, 0.0, 40.0, United-States, >50K
54.0, Private, 174806.0, HS-grad, 9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0.0, 0.0, 40.0, United-States, >50K
31.0, Private, 43607.0, Bachelors, 13.0, Widowed, Adm-clerical, Unmarried, White, Male, 0.0, 0.0, 60.0, United-States, <=50K
38.0, Private, 182570.0, Some-college, 10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0.0, 0.0, 38.0, United-States, <=50K
58.0, State-gov, 191318.0, Masters, 14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024.0, 0.0, 40.0, United-States, >50K
26.0, Local-gov, 197897.0, HS-grad, 9.0, Never-married, Adm-clerical, Own-child, Black, Female, 0.0, 0.0, 20.0, England, <=50K
18.0, Private, 90860.0, Some-college, 10.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, 0.0, 0.0, 20.0, United-States, <=50K
53.0, Private, 258832.0, HS-grad, 9.0, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male, 0.0, 0.0, 10.0, Philippines, <=50K
17.0, Private, 190941.0, 10th, 6.0, Never-married, Sales, Own-child, White, Female, 0.0, 0.0, 20.0, United-States, <=50K
21.0, Private, 160261.0, Some-college, 10.0, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 2463.0, 0.0, 50.0, England, <=50K
33.0, Self-emp-not-inc, 182556.0, 12th, 8.0, Never-married, Transport-moving, Not-in-family, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
41.0, Private, 191547.0, Masters, 14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999.0, 0.0, 55.0, United-States, >50K
62.0, Self-emp-inc, 153891.0, Assoc-voc, 11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3137.0, 0.0, 40.0, United-States, <=50K
44.0, Private, 211517.0, 12th, 8.0, Divorced, Other-service, Not-in-family, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
35.0, Self-emp-not-inc, 28987.0, 9th, 5.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0.0, 0.0, 96.0, United-States, <=50K
29.0, Self-emp-inc, 218555.0, Masters, 14.0, Never-married, Prof-specialty, Own-child, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
32.0, Private, 160458.0, HS-grad, 9.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 0.0, 0.0, 50.0, United-States, <=50K
47.0, Private, 652784.0, 10th, 6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
25.0, State-gov, 77661.0, Bachelors, 13.0, Never-married, Exec-managerial, Not-in-family, White, Female, 0.0, 2444.0, 40.0, United-States, >50K
62.0, Private, 159822.0, HS-grad, 9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0.0, 0.0, 50.0, United-States, <=50K
48.0, State-gov, 224752.0, HS-grad, 9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0.0, 0.0, 40.0, United-States, >50K
45.0, Private, 347025.0, 7th-8th, 4.0, Widowed, Other-service, Unmarried, White, Female, 0.0, 0.0, 21.0, United-States, <=50K
30.0, Private, 127875.0, 11th, 7.0, Never-married, Sales, Unmarried, White, Female, 0.0, 0.0, 8.0, United-States, <=50K
28.0, Private, 142764.0, Assoc-voc, 11.0, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688.0, 0.0, 45.0, United-States, >50K
52.0, Private, 192445.0, 11th, 7.0, Married-civ-spouse, Transport-moving, Husband, White, Male, 0.0, 0.0, 40.0, United-States, <=50K
