@relation shuttle
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
37, 0, 79, 0, 34, -26, 43, 46, 2, 1
37, 0, 78, -2, 12, 0, 42, 65, 24, 1
37, 0, 78, 0, -2, 5, 41, 81, 40, 1
49, 0, 79, 0, 46, -5, 30, 32, 2, 1
106, 2, 108, 0, 70, 0, 1, 38, 36, 5
51, -5, 81, 0, 52, 0, 30, 30, 0, 1
49, 0, 95, 1, 50, 2, 46, 46, 0, 1
53, 3, 81, 0, 54, 0, 27, 26, 0, 1
45, 0, 83, 0, 46, 31, 37, 36, 0, 1
45, 0, 79, 5, 44, 0, 34, 35, 2, 1
41, -1, 86, 0, 42, 0, 45, 45, 0, 1
81, -2, 84, 0, -18, -30, 4, 103, 98, 5
37, -1, 79, -4, 36, -6, 42, 43, 2, 1
57, 3, 91, 0, 56, 0, 34, 34, 0, 1
38, 0, 102, -4, 34, 0, 65, 69, 4, 1
56, 0, 78, 5, -22, 0, 22, 101, 80, 4
54, 2, 80, 0, 54, 0, 26, 26, 0, 1
41, -1, 76, 0, 38, -24, 35, 37, 2, 1
42, 0, 86, -3, 42, 0, 44, 44, 0, 1
56, 0, 84, 0, 54, -19, 28, 30, 2, 1
45, -2, 83, 0, 44, -7, 37, 39, 2, 1
37, 0, 97, -6, 34, 0, 59, 63, 4, 1
37, 2, 90, 0, 28, 0, 53, 62, 8, 1
45, 2, 86, 6, 44, 0, 41, 42, 2, 1
43, 0, 81, 0, 42, -10, 37, 39, 2, 1
41, -2, 80, 0, 38, -20, 39, 41, 2, 1
56, 0, 77, 0, -22, 23, 21, 100, 80, 4
43, 0, 78, -7, 42, 0, 35, 37, 2, 1
42, -4, 85, 0, 42, 0, 43, 44, 2, 1
58, -4, 85, 0, 56, 0, 28, 28, 0, 1
52, 2, 81, 0, 52, 0, 29, 29, 0, 1
44, 0, 82, 1, 44, 1, 38, 38, 0, 1
49, -4, 107, -1, 50, 0, 58, 58, 0, 1
37, 0, 79, 0, 10, 13, 42, 68, 26, 1
43, 0, 86, 0, 44, 21, 43, 42, 0, 1
45, -4, 81, 1, 44, -21, 36, 37, 2, 1
49, -1, 86, 0, 50, 4, 37, 37, 0, 1
49, 1, 95, -3, 50, 0, 46, 46, 0, 1
43, 0, 89, 5, 42, 0, 46, 48, 2, 1
51, -1, 86, 0, 50, -6, 36, 37, 2, 1
37, 0, 96, 0, 18, -29, 59, 78, 18, 1
45, -4, 107, 0, 44, -19, 62, 63, 2, 1
48, -2, 95, 0, 46, -3, 47, 49, 2, 1
46, -2, 93, 3, 46, 5, 47, 46, 0, 1
55, 0, 78, 0, 6, -31, 23, 73, 50, 4
37, 0, 77, 0, 26, -2, 41, 52, 10, 1
44, 2, 84, 0, 44, 15, 40, 40, 0, 1
37, 0, 81, 0, 24, -5, 44, 57, 14, 1
56, 0, 82, 0, 56, 27, 26, 25, 0, 1
43, -1, 83, 0, 42, -3, 40, 42, 2, 1
64, 0, 113, 0, 62, -12, 48, 51, 2, 1
44, 3, 81, 0, 42, -13, 37, 39, 2, 1
45, -1, 79, 0, 46, 9, 34, 33, 0, 1
49, 0, 85, 0, 50, 8, 36, 36, 0, 1
46, 3, 90, 0, 46, 11, 44, 43, 0, 1
41, 0, 88, -3, 38, -12, 48, 50, 2, 1
51, 4, 85, 0, 50, -11, 34, 36, 2, 1
41, 0, 79, -1, 38, 0, 39, 41, 2, 1
55, 0, 79, 0, 16, -18, 23, 63, 40, 4
49, 0, 88, 0, 46, -8, 40, 42, 2, 1
41, 0, 83, 0, 42, 7, 41, 41, 0, 1
37, 0, 83, 0, 6, 2, 46, 78, 32, 1
55, -1, 76, 2674, -22, 14, 21, 99, 78, 4
45, 0, 93, 0, 44, -4, 48, 50, 2, 1
85, 0, 88, -114, 0, 0, 3, 88, 84, 5
47, 2, 83, 0, 46, 0, 36, 36, 0, 1
80, 0, 84, 0, -36, 5, 4, 120, 116, 5
55, 0, 77, 0, 10, -18, 21, 66, 46, 4
55, 0, 95, 0, 36, 29, 40, 59, 20, 4
41, -2, 80, 0, 42, 0, 39, 39, 0, 1
58, 0, 80, -7, 56, 0, 22, 23, 0, 1
37, 0, 83, 0, 34, 21, 46, 49, 2, 1
105, 0, 106, -1, 70, 0, 1, 36, 34, 5
45, 0, 86, 2, 44, 0, 41, 42, 2, 1
49, 0, 78, -6, 50, 18, 29, 29, 0, 1
56, 0, 89, 0, 56, 4, 33, 32, 0, 1
56, 0, 96, 0, 42, 6, 40, 55, 14, 4
55, 0, 82, 0, 54, 14, 26, 28, 2, 1
55, 0, 93, 0, 50, -13, 38, 44, 6, 4
44, 0, 86, -1, 44, 6, 42, 42, 0, 1
37, 4, 86, 0, 36, 0, 49, 50, 0, 1
106, -2, 107, -4, 72, 0, 1, 35, 34, 5
54, 2, 85, 0, 54, 0, 31, 31, 0, 1
39, 0, 76, -4, 38, 0, 38, 37, 0, 1
37, 0, 78, 0, 2, 11, 42, 75, 34, 1
46, 0, 75, 0, 46, -1, 29, 28, 0, 1
37, -1, 76, -3, 28, -6, 39, 47, 8, 1
37, 0, 83, -2, 30, 0, 46, 52, 6, 1
38, 0, 76, -1, 38, 7, 38, 37, 0, 1
39, 2, 78, -3, 38, 0, 39, 39, 0, 1
37, 0, 79, 0, 2, -7, 42, 76, 34, 1
37, 0, 99, 0, 30, 31, 61, 68, 6, 1
107, 0, 108, 0, 72, 2, 1, 35, 34, 5
54, 2, 81, 0, 54, 0, 27, 27, 0, 1
44, 0, 77, 5, 44, 0, 33, 34, 0, 1
48, 0, 89, 6, 46, 0, 41, 42, 2, 1
37, 0, 90, -5, 6, -6, 52, 84, 32, 1
37, 0, 83, 0, 38, 16, 45, 44, 0, 1
56, -1, 97, -2, 50, -1, 41, 48, 6, 4
51, -5, 86, 0, 52, 0, 35, 35, 0, 1
44, 2, 88, 0, 44, 12, 44, 44, 0, 1
41, 3, 76, 0, 42, 13, 35, 35, 0, 1
102, 0, 103, 0, 72, 12, 1, 31, 30, 5
53, 0, 102, 0, 54, 10, 49, 48, 0, 1
37, 0, 82, -3, 8, 0, 45, 74, 30, 1
55, 0, 77, -1, 16, -4, 22, 62, 40, 4
37, 0, 77, 0, 20, 0, 40, 57, 16, 1
45, 0, 78, -3, 44, -4, 33, 34, 2, 1
44, 0, 83, 0, 44, 6, 40, 39, 0, 1
55, 0, 77, 0, -6, 6, 21, 85, 64, 4
37, 4, 80, 4, -2, 0, 43, 83, 40, 1
44, -4, 83, 0, 44, 0, 40, 39, 0, 1
44, 0, 81, 0, 44, 12, 37, 37, 0, 1
78, -4, 83, 0, -40, 3, 4, 124, 120, 5
49, -3, 81, 0, 46, -26, 33, 35, 2, 1
43, -1, 88, 0, 44, 8, 45, 44, 0, 1
37, 0, 77, 0, -22, -9, 41, 101, 60, 1
46, 0, 100, 0, 44, -11, 54, 56, 2, 1
45, 5, 84, 0, 44, 0, 39, 41, 2, 1
37, -2, 80, 0, 30, 0, 43, 49, 6, 1
41, 0, 87, 0, 38, -1, 46, 48, 2, 1
47, 0, 86, -6, 46, 0, 39, 40, 0, 1
